timestamp,sno,sarea,sna,latitude,longitude,total,available_rent_bikes,available_return_bikes,act,srcUpdateTime
2025-06-21T20:16+00:00,500101019,大安區,YouBike2.0_和平臥龍街口,25.024461,121.546705,24,16,8,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101020,大安區,YouBike2.0_溫州停車場,25.02093,121.5331,5,0,5,0,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101023,大安區,YouBike2.0_第二學生活動中心,25.01244,121.53661,25,1,24,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101025,大安區,YouBike2.0_臺灣科技大學側門,25.01295,121.53973,99,9,90,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101031,大安區,YouBike2.0_臺大男七舍前,25.01537,121.54698,20,16,3,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101041,大安區,YouBike2.0_辛亥新生路口東南側,25.02218,121.53474,50,14,36,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101091,大安區,YouBike2.0_國北教大側門南側,25.022864,121.546622,34,13,16,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101105,大安區,YouBike2.0_和平金山路口,25.02669,121.52529,45,3,42,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101108,大安區,YouBike2.0_和平泰順街口,25.02621,121.53171,19,12,2,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101109,大安區,YouBike2.0_臺灣師範大學(圖書館),25.0266,121.52973,40,31,9,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101110,大安區,YouBike2.0_捷運古亭站(6號出口),25.0276,121.52217,60,20,40,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101115,大安區,YouBike2.0_建國和平路口西北側,25.02606,121.53738,50,16,34,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101118,大安區,YouBike2.0_金甌女中,25.03519,121.5245,15,13,2,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101119,大安區,YouBike2.0_金杭公園,25.03325,121.52436,20,14,6,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101124,大安區,YouBike2.0_安和路二段181巷口,25.02721,121.54988,29,2,27,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101125,大安區,YouBike2.0_臨江街夜市(通化街101巷口),25.02952,121.55406,30,4,15,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101131,大安區,YouBike2.0_復興南路1段340巷口,25.03701,121.54348,50,17,33,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101134,大安區,YouBike2.0_捷運大安站(4號出口),25.0332,121.5439,13,2,10,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101139,大安區,YouBike2.0_信義敦化路口,25.03333,121.54977,52,39,11,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101145,大安區,YouBike2.0_信義延吉街口,25.03318,121.55725,15,2,13,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101146,大安區,YouBike2.0_光信公園(光復南路456巷),25.03513,121.5561,25,12,13,1,2025-06-22 04:03:31
2025-06-21T20:16+00:00,500101148,大安區,YouBike2.0_建國南路一段279巷口,25.03635,121.53833,62,20,42,1,2025-06-22 04:03:31
