timestamp,sno,sarea,sna,latitude,longitude,total,available_rent_bikes,available_return_bikes,act,srcUpdateTime
2025-05-31T20:44+00:00,500101001,大安區,YouBike2.0_捷運科技大樓站,25.02605,121.5436,28,13,15,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101002,大安區,YouBike2.0_復興南路二段273號前,25.02565,121.54357,21,9,12,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101003,大安區,YouBike2.0_國北教大實小東側門,25.02429,121.54124,28,21,7,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101004,大安區,YouBike2.0_和平公園東側,25.02351,121.54282,11,11,0,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101005,大安區,YouBike2.0_辛亥復興路口西北側,25.02153,121.54299,16,15,0,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101006,大安區,YouBike2.0_復興南路二段280號前,25.02429,121.54328,27,20,7,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101008,大安區,YouBike2.0_新生南路三段52號前,25.02112,121.53407,17,15,2,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101010,大安區,YouBike2.0_新生南路三段82號前,25.01894,121.53361,20,10,10,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101013,大安區,YouBike2.0_和平復興路口西北側,25.02543,121.54332,9,9,0,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101015,大安區,YouBike2.0_大安運動中心停車場,25.02089,121.54697,19,11,8,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101018,大安區,YouBike2.0_溫州公園,25.01895,121.53156,5,4,1,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101019,大安區,YouBike2.0_和平臥龍街口,25.024461,121.546705,24,21,2,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101020,大安區,YouBike2.0_溫州停車場,25.02093,121.5331,5,0,5,0,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101021,大安區,YouBike2.0_銘傳國小側門,25.01385,121.53549,7,3,4,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101022,大安區,YouBike2.0_捷運公館站(2號出口),25.01491,121.53438,99,28,71,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101023,大安區,YouBike2.0_第二學生活動中心,25.01244,121.53661,25,2,23,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101025,大安區,YouBike2.0_臺灣科技大學側門,25.01295,121.53973,99,20,79,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101026,大安區,YouBike2.0_公館公園,25.01137,121.54062,30,26,4,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101029,大安區,YouBike2.0_臺大環研大樓,25.01234,121.54503,15,0,15,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101031,大安區,YouBike2.0_臺大男七舍前,25.01537,121.54698,20,19,1,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101032,大安區,YouBike2.0_臺大男一舍前,25.01637,121.54535,61,60,1,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101033,大安區,YouBike2.0_臺大男六舍前,25.01664,121.5452,40,27,12,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101034,大安區,YouBike2.0_臺大動物醫院前,25.01576,121.54291,18,3,15,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101035,大安區,YouBike2.0_臺大土木研究大樓前,25.01787,121.5476,24,8,16,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101037,大安區,YouBike2.0_臺大國青大樓宿舍前,25.02076,121.54432,20,20,0,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101038,大安區,YouBike2.0_臺大社科院圖書館前,25.02101,121.54284,27,3,24,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101039,大安區,YouBike2.0_臺大法人語言訓練中心前,25.02104,121.54081,28,6,22,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101041,大安區,YouBike2.0_辛亥新生路口東南側,25.02218,121.53474,50,30,19,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101042,大安區,YouBike2.0_基隆長興路口東側,25.01727,121.54471,15,14,1,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101091,大安區,YouBike2.0_國北教大側門南側,25.022864,121.546622,34,22,12,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101092,大安區,YouBike2.0_和平實小東北側,25.021641,121.54704,25,13,12,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101093,大安區,YouBike2.0_大安區健康服務中心,25.021469,121.544069,23,21,2,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101094,大安區,YouBike2.0_辛亥泰順街口,25.02193,121.53165,20,17,3,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101095,大安區,YouBike2.0_芳和國中,25.0189,121.55013,37,22,14,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101097,大安區,YouBike2.0_臥龍樂業街口,25.01856,121.55558,41,33,8,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101098,大安區,YouBike2.0_臥龍公園,25.01623,121.55037,25,19,6,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101099,大安區,YouBike2.0_嘉興公園,25.021,121.55211,44,25,9,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101100,大安區,YouBike2.0_捷運麟光站(2號出口),25.0181,121.55929,50,32,17,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101101,大安區,YouBike2.0_捷運六張犁站,25.02397,121.55266,64,28,34,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101102,大安區,YouBike2.0_喬治工商,25.02705,121.55551,22,18,4,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101103,大安區,YouBike2.0_法治公園,25.02694,121.55325,29,19,9,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101104,大安區,YouBike2.0_捷運臺電大樓站(2號出口),25.02021,121.52942,18,15,3,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101109,大安區,YouBike2.0_臺灣師範大學(圖書館),25.0266,121.52973,40,26,14,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101113,大安區,YouBike2.0_臺北市立圖書館(總館),25.02895,121.5379,51,49,2,1,2025-06-01 04:37:29
2025-05-31T20:44+00:00,500101115,大安區,YouBike2.0_建國和平路口西北側,25.02606,121.53738,50,30,20,1,2025-06-01 04:37:29
