timestamp,sno,sarea,sna,latitude,longitude,total,available_rent_bikes,available_return_bikes,act,srcUpdateTime
2025-05-24T21:23+00:00,500101039,大安區,YouBike2.0_臺大法人語言訓練中心前,25.02104,121.54081,28,6,21,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500101122,大安區,YouBike2.0_敦化南路二段293巷口南側,25.0237,121.54899,14,3,11,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500101130,大安區,YouBike2.0_民榮公園,25.03534,121.5354,15,10,5,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500101238,大安區,YouBike2.0_仁愛敦南圓環(東側),25.03804,121.55042,26,7,19,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500104004,士林區,YouBike2.0_百齡國小,25.08521,121.51918,50,45,5,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500104034,士林區,YouBike2.0_中山中正路口,25.09651,121.52753,19,10,9,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500104137,士林區,YouBike2.0_至善公園,25.09862,121.53749,25,12,13,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500106018,中正區,YouBike2.0_和平重慶路口,25.02723,121.51659,69,32,37,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500106037,中正區,YouBike2.0_水源路11_1號旁,25.01602,121.52565,31,22,9,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500106074,中正區,YouBike2.0_王貫英先生紀念圖書館,25.02266,121.52362,15,8,7,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500106079,中正區,YouBike2.0_捷運中正紀念堂站(6號出口),25.03615,121.5166,17,3,14,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500107091,中山區,YouBike2.0_臺北市立圖書館大直分館,25.08152,121.54646,20,5,14,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500107177,中山區,YouBike2.0_松江路25巷口,25.04628,121.53304,42,17,25,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500108001,內湖區,YouBike2.0_文湖街21巷118弄口,25.09122,121.55961,28,25,3,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500108072,內湖區,YouBike2.0_石潭公園(安康路),25.06261,121.59334,20,2,18,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500108170,內湖區,YouBike2.0_太陽科技廣場,25.08514,121.56161,15,15,0,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500108182,內湖區,YouBike2.0_行善路417巷,25.06468,121.58654,26,13,13,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500111036,南港區,YouBike2.0_忠孝東路七段527巷口,25.05266,121.61275,26,7,18,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500112054,信義區,YouBike2.0_松山高中,25.0433,121.5638,42,22,19,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500113049,萬華區,YouBike2.0_中華峨眉街口,25.04345,121.50841,24,16,8,1,2025-05-25 05:16:32
2025-05-24T21:23+00:00,500119044,臺大公館校區,YouBike2.0_臺大禮賢樓東南側,25.01415,121.53767,35,10,25,1,2025-05-25 05:16:32
