timestamp,sno,sarea,sna,latitude,longitude,total,available_rent_bikes,available_return_bikes,act,srcUpdateTime
2025-05-24T20:18+00:00,500101005,大安區,YouBike2.0_辛亥復興路口西北側,25.02153,121.54299,16,9,6,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101025,大安區,YouBike2.0_臺灣科技大學側門,25.01295,121.53973,99,6,92,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101094,大安區,YouBike2.0_辛亥泰順街口,25.02193,121.53165,20,15,5,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101097,大安區,YouBike2.0_臥龍樂業街口,25.01856,121.55558,41,31,10,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101101,大安區,YouBike2.0_捷運六張犁站,25.02397,121.55266,64,30,34,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101104,大安區,YouBike2.0_捷運臺電大樓站(2號出口),25.02021,121.52942,18,9,9,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101108,大安區,YouBike2.0_和平泰順街口,25.02621,121.53171,19,10,9,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101127,大安區,YouBike2.0_台北科技大學億光大樓,25.04177,121.53833,45,33,12,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101141,大安區,YouBike2.0_捷運信義安和站(2號出口),25.03304,121.55171,24,6,18,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101145,大安區,YouBike2.0_信義延吉街口,25.03318,121.55725,15,7,8,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101147,大安區,YouBike2.0_僑安地下停車場(2號出口)東南側,25.0391,121.5569,20,7,12,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101149,大安區,YouBike2.0_捷運忠孝新生站(6號出口),25.04091,121.53295,15,5,10,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101156,大安區,YouBike2.0_信義建國路口,25.0328,121.53746,52,18,33,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101159,大安區,YouBike2.0_捷運忠孝復興站(5號出口),25.04253,121.54407,30,23,7,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101167,大安區,YouBike2.0_捷運國父紀念館站(2號出口),25.04122,121.55745,45,24,21,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101172,大安區,YouBike2.0_捷運信義安和站(1號出口),25.03331,121.55265,33,19,14,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101186,大安區,YouBike2.0_捷運大安站(6號出口),25.03479,121.54376,29,8,21,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101187,大安區,YouBike2.0_臥龍街195巷口,25.01783,121.55224,14,12,2,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101190,大安區,YouBike2.0_敦親公園,25.02347,121.54108,26,26,0,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101201,大安區,YouBike2.0_信義路三段134巷口,25.03333,121.53968,19,8,11,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101208,大安區,YouBike2.0_信義路四段199巷,25.03459,121.55164,15,11,4,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101212,大安區,YouBike2.0_捷運國父紀念館站(1號出口),25.04205,121.55657,24,2,22,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101216,大安區,YouBike2.0_和平東路二段18巷口,25.02268,121.53608,24,21,3,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101228,大安區,YouBike2.0_仁愛大安路口(東北側),25.03813,121.54631,21,3,18,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101229,大安區,YouBike2.0_臺灣師範大學(浦城街),25.02476,121.52803,20,18,0,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101230,大安區,YouBike2.0_安和路二段69巷口,25.03056,121.55252,20,12,8,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101252,大安區,YouBike2.0_政大公企中心,25.03076,121.52781,13,10,3,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500101257,大安區,YouBike2.0_龍圖公園,25.0305,121.54184,20,10,10,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103009,大同區,YouBike2.0_捷運圓山站(1號出口),25.07133,121.52024,81,7,73,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103010,大同區,YouBike2.0_酒泉延平路口,25.0722,121.51057,41,16,25,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103012,大同區,YouBike2.0_重慶北路三段383巷口,25.07598,121.51409,25,12,12,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103030,大同區,YouBike2.0_永樂市場,25.05454,121.51052,38,24,13,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103046,大同區,YouBike2.0_民權國中(民權西路),25.06322,121.5144,25,8,16,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103049,大同區,YouBike2.0_承德民生西路口,25.05756,121.51828,19,4,14,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103054,大同區,YouBike2.0_重慶長安路口,25.0515,121.51398,21,4,16,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500103055,大同區,YouBike2.0_承德昌吉街口,25.06587,121.51847,18,7,11,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104006,士林區,YouBike2.0_天和公園,25.12011,121.53357,16,7,5,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104007,士林區,YouBike2.0_中山天母路口,25.11856,121.52964,29,20,8,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104021,士林區,YouBike2.0_芝山抽水站,25.10155,121.52832,41,26,11,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104023,士林區,YouBike2.0_華齡公園,25.08302,121.52069,32,25,6,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104057,士林區,YouBike2.0_社子國小,25.09058,121.50142,15,0,15,0,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104060,士林區,YouBike2.0_社子公園,25.0902,121.50622,31,19,12,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104071,士林區,YouBike2.0_聖山綠地,25.10696,121.53234,15,13,1,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104075,士林區,YouBike2.0_中正基河路口,25.0933,121.51962,37,18,19,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104083,士林區,YouBike2.0_芝山聖佑宮,25.10455,121.53025,25,7,18,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104090,士林區,YouBike2.0_社子國小_1,25.09029,121.50189,50,19,31,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104095,士林區,YouBike2.0_葫蘆國小(延平北路五段285巷),25.08406,121.5067,25,13,12,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104117,士林區,YouBike2.0_美崙公園(東北側),25.09886,121.51835,25,9,16,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104119,士林區,YouBike2.0_忠誠忠義街口(北側),25.10566,121.52922,13,6,5,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104123,士林區,YouBike2.0_劍潭海外青年活動中心(志清大樓),25.07793,121.52357,30,26,4,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500104128,士林區,YouBike2.0_蘭雅公園(西側),25.10985,121.52859,15,10,2,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500105002,文山區,YouBike2.0_捷運萬隆站(4號出口),25.0027,121.53861,22,8,14,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500105006,文山區,YouBike2.0_景仁公園,24.99621,121.54043,16,12,4,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500105012,文山區,YouBike2.0_興隆路2段203巷,25.00346,121.54709,32,28,4,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500105018,文山區,YouBike2.0_國立政治大學,24.98737,121.57726,62,11,49,1,2025-05-25 04:13:29
2025-05-24T20:18+00:00,500105024,文山區,YouBike2.0_興豐公園,24.99982,121.54761,25,19,6,1,2025-05-25 04:13:29
