sno,sarea,sna,latitude,longitude,total,available_rent_bikes,available_rent_bikes_std,available_return_bikes,srcUpdateTime
500101001,大安區,YouBike2.0_捷運科技大樓站,25.02605,121.5436,28.0,9.307692307692308,8.547754240974793,18.53846153846154,2025-05-22 23:44:29
500101002,大安區,YouBike2.0_復興南路二段273號前,25.02565,121.54357,21.0,5.6923076923076925,6.156089334751072,15.0,2025-05-22 23:44:29
500101003,大安區,YouBike2.0_國北教大實小東側門,25.02429,121.54124,28.0,14.461538461538462,8.442110563670129,13.538461538461538,2025-05-22 23:44:29
500101004,大安區,YouBike2.0_和平公園東側,25.02351,121.54282,11.0,8.0,2.6457513110645907,3.0,2025-05-22 23:44:29
500101005,大安區,YouBike2.0_辛亥復興路口西北側,25.02153,121.54299,16.0,4.076923076923077,3.946761086881631,11.76923076923077,2025-05-22 23:44:29
500101006,大安區,YouBike2.0_復興南路二段280號前,25.02429,121.54328,27.0,6.384615384615385,4.46352740812431,20.615384615384617,2025-05-22 23:44:29
500101007,大安區,YouBike2.0_復興南路二段340巷口,25.02253,121.54326,11.0,4.0,3.2403703492039297,7.0,2025-05-22 23:44:29
500101008,大安區,YouBike2.0_新生南路三段52號前,25.02112,121.53407,17.0,8.923076923076923,4.424581683834425,7.615384615384615,2025-05-22 23:44:29
500101009,大安區,YouBike2.0_新生南路三段66號前,25.01976,121.53384,16.0,7.153846153846154,2.6722697545393213,8.461538461538462,2025-05-22 23:44:29
500101010,大安區,YouBike2.0_新生南路三段82號前,25.01894,121.53361,20.0,6.461538461538462,5.695252183696297,12.692307692307692,2025-05-22 23:44:29
500101012,大安區,YouBike2.0_辛亥路一段30號前,25.01986,121.52982,8.0,3.5384615384615383,2.0254787341673333,4.461538461538462,2025-05-22 23:44:29
500101013,大安區,YouBike2.0_和平復興路口西北側,25.02543,121.54332,9.0,6.6923076923076925,2.250356097177192,2.076923076923077,2025-05-22 23:44:29
500101014,大安區,YouBike2.0_羅斯福路三段311號前,25.01717,121.53202,11.0,4.384615384615385,3.305007855221667,6.615384615384615,2025-05-22 23:44:29
500101015,大安區,YouBike2.0_大安運動中心停車場,25.02089,121.54697,19.0,6.6923076923076925,3.4006032647315036,12.307692307692308,2025-05-22 23:44:29
500101016,大安區,YouBike2.0_羅斯福路三段245號前,25.01927,121.52989,8.0,1.9230769230769231,1.4411533842457842,6.076923076923077,2025-05-22 23:44:29
500101018,大安區,YouBike2.0_溫州公園,25.01895,121.53156,5.0,3.6153846153846154,1.386750490563073,1.3846153846153846,2025-05-22 23:44:29
500101019,大安區,YouBike2.0_和平臥龍街口,25.024461,121.546705,24.0,15.692307692307692,6.183103527418026,8.307692307692308,2025-05-22 23:44:29
500101021,大安區,YouBike2.0_銘傳國小側門,25.01385,121.53549,7.0,2.076923076923077,1.7059473644448737,4.769230769230769,2025-05-22 23:44:29
500101022,大安區,YouBike2.0_捷運公館站(2號出口),25.01491,121.53438,99.0,10.076923076923077,15.792727959736924,65.15384615384616,2025-05-22 23:44:29
500101023,大安區,YouBike2.0_第二學生活動中心,25.01244,121.53661,25.0,7.076923076923077,4.786465962508917,17.76923076923077,2025-05-22 23:44:29
500101024,大安區,YouBike2.0_臺灣科技大學正門,25.01451,121.54142,50.0,6.0,5.873670062235365,44.0,2025-05-22 23:44:29
500101025,大安區,YouBike2.0_臺灣科技大學側門,25.01295,121.53973,99.0,5.230769230769231,4.675358206487965,93.46153846153847,2025-05-22 23:44:29
500101026,大安區,YouBike2.0_公館公園,25.01137,121.54062,30.0,15.384615384615385,9.656935862705637,14.076923076923077,2025-05-22 23:44:29
500101027,大安區,YouBike2.0_臺灣科技大學後門,25.01182,121.54165,39.0,18.384615384615383,7.974317750738529,20.46153846153846,2025-05-22 23:44:29
500101028,大安區,YouBike2.0_臺大醫學院附設癌醫中心,25.01426,121.54382,20.0,2.923076923076923,3.226492896359205,17.076923076923077,2025-05-22 23:44:29
500101029,大安區,YouBike2.0_臺大環研大樓,25.01234,121.54503,15.0,4.384615384615385,3.5716117169158035,10.615384615384615,2025-05-22 23:44:29
500101030,大安區,YouBike2.0_臺大永齡生醫工程館,25.0136,121.54656,34.0,14.307692307692308,10.562390949217065,19.076923076923077,2025-05-22 23:44:29
500101031,大安區,YouBike2.0_臺大男七舍前,25.01537,121.54698,20.0,13.615384615384615,6.021329608683638,6.230769230769231,2025-05-22 23:44:29
500101032,大安區,YouBike2.0_臺大男一舍前,25.01637,121.54535,61.0,57.46153846153846,4.389673196176544,2.923076923076923,2025-05-22 23:44:29
500101033,大安區,YouBike2.0_臺大男六舍前,25.01664,121.5452,40.0,29.53846153846154,7.995992586033171,7.923076923076923,2025-05-22 23:44:29
500101034,大安區,YouBike2.0_臺大動物醫院前,25.01576,121.54291,18.0,1.4615384615384615,0.9674179220468453,16.23076923076923,2025-05-22 23:44:29
500101035,大安區,YouBike2.0_臺大土木研究大樓前,25.01787,121.5476,24.0,3.6923076923076925,4.4978627403211435,20.307692307692307,2025-05-22 23:44:29
500101036,大安區,YouBike2.0_臺大萬才館前,25.02032,121.54497,20.0,3.4615384615384617,3.950008114240286,15.923076923076923,2025-05-22 23:44:29
500101037,大安區,YouBike2.0_臺大國青大樓宿舍前,25.02076,121.54432,20.0,7.6923076923076925,7.92027583047265,12.307692307692308,2025-05-22 23:44:29
500101038,大安區,YouBike2.0_臺大社科院圖書館前,25.02101,121.54284,27.0,1.9230769230769231,3.6391743216820136,25.076923076923077,2025-05-22 23:44:29
500101039,大安區,YouBike2.0_臺大法人語言訓練中心前,25.02104,121.54081,28.0,2.5384615384615383,2.817072493901681,25.153846153846153,2025-05-22 23:44:29
500101040,大安區,YouBike2.0_臺大綜合體育館停車場前,25.0222,121.53626,25.0,6.0,7.011894655987543,19.0,2025-05-22 23:44:29
500101041,大安區,YouBike2.0_辛亥新生路口東南側,25.02218,121.53474,50.0,14.76923076923077,9.926008312793268,35.23076923076923,2025-05-22 23:44:29
500101042,大安區,YouBike2.0_基隆長興路口東側,25.01727,121.54471,15.0,11.153846153846153,4.099718564449553,3.6923076923076925,2025-05-22 23:44:29
500101091,大安區,YouBike2.0_國北教大側門南側,25.022864,121.546622,34.0,17.46153846153846,7.206656467176539,16.076923076923077,2025-05-22 23:44:29
500101092,大安區,YouBike2.0_和平實小東北側,25.021641,121.54704,25.0,14.846153846153847,6.202770266127787,9.692307692307692,2025-05-22 23:44:29
500101093,大安區,YouBike2.0_大安區健康服務中心,25.021469,121.544069,23.0,1.8461538461538463,0.6887372317211944,21.153846153846153,2025-05-22 23:44:29
500101094,大安區,YouBike2.0_辛亥泰順街口,25.02193,121.53165,20.0,9.615384615384615,2.6311740579210876,10.384615384615385,2025-05-22 23:44:29
500101095,大安區,YouBike2.0_芳和國中,25.0189,121.55013,37.0,25.076923076923077,7.88946067507721,11.923076923076923,2025-05-22 23:44:29
500101097,大安區,YouBike2.0_臥龍樂業街口,25.01856,121.55558,41.0,33.0,3.1358146203711295,7.846153846153846,2025-05-22 23:44:29
500101098,大安區,YouBike2.0_臥龍公園,25.01623,121.55037,25.0,12.0,3.5355339059327378,13.0,2025-05-22 23:44:29
500101099,大安區,YouBike2.0_嘉興公園,25.021,121.55211,44.0,29.46153846153846,6.590591584668059,7.230769230769231,2025-05-22 23:44:29
500101100,大安區,YouBike2.0_捷運麟光站(2號出口),25.0181,121.55929,50.0,27.846153846153847,8.763999789348029,21.846153846153847,2025-05-22 23:44:29
500101101,大安區,YouBike2.0_捷運六張犁站,25.02397,121.55266,64.0,20.384615384615383,10.759015301430251,43.38461538461539,2025-05-22 23:44:29
500101102,大安區,YouBike2.0_喬治工商,25.02705,121.55551,22.0,17.76923076923077,3.3949434495497903,4.076923076923077,2025-05-22 23:44:29
500101103,大安區,YouBike2.0_法治公園,25.02694,121.55325,29.0,17.846153846153847,5.885662718931968,7.384615384615385,2025-05-22 23:44:29
500101104,大安區,YouBike2.0_捷運臺電大樓站(2號出口),25.02021,121.52942,18.0,9.538461538461538,4.97686957526825,8.153846153846153,2025-05-22 23:44:29
500101105,大安區,YouBike2.0_和平金山路口,25.02669,121.52529,45.0,14.923076923076923,9.630347332448075,29.923076923076923,2025-05-22 23:44:29
500101107,大安區,YouBike2.0_和平龍泉街口,25.02638,121.52971,34.0,15.076923076923077,8.015209900157933,15.923076923076923,2025-05-22 23:44:29
500101108,大安區,YouBike2.0_和平泰順街口,25.02621,121.53171,19.0,11.23076923076923,5.688494911571457,5.6923076923076925,2025-05-22 23:44:29
500101109,大安區,YouBike2.0_臺灣師範大學(圖書館),25.0266,121.52973,40.0,11.846153846153847,9.822136171646115,27.384615384615383,2025-05-22 23:44:29
500101110,大安區,YouBike2.0_捷運古亭站(6號出口),25.0276,121.52217,60.0,14.0,9.600347215943113,45.76923076923077,2025-05-22 23:44:29
500101113,大安區,YouBike2.0_臺北市立圖書館(總館),25.02895,121.5379,51.0,36.23076923076923,8.804864622788987,14.076923076923077,2025-05-22 23:44:29
500101114,大安區,YouBike2.0_新生和平路口東北側,25.02657,121.53515,51.0,13.307692307692308,10.241944927475243,37.30769230769231,2025-05-22 23:44:29
500101115,大安區,YouBike2.0_建國和平路口西北側,25.02606,121.53738,50.0,18.153846153846153,10.915174100353399,31.846153846153847,2025-05-22 23:44:29
500101116,大安區,YouBike2.0_金華公園,25.02984,121.53107,44.0,32.38461538461539,8.129559864454139,11.461538461538462,2025-05-22 23:44:29
