sno,sarea,sna,latitude,longitude,total,available_rent_bikes,available_rent_bikes_std,available_return_bikes,srcUpdateTime
500101001,大安區,YouBike2.0_捷運科技大樓站,25.02605,121.5436,28.0,14.333333333333334,6.489811018729554,13.666666666666666,2025-05-23 04:36:29
500101002,大安區,YouBike2.0_復興南路二段273號前,25.02565,121.54357,21.0,10.833333333333334,6.96419413859206,10.055555555555555,2025-05-23 04:36:29
500101003,大安區,YouBike2.0_國北教大實小東側門,25.02429,121.54124,28.0,15.277777777777779,5.399406890691035,12.38888888888889,2025-05-23 04:36:29
500101004,大安區,YouBike2.0_和平公園東側,25.02351,121.54282,11.0,6.833333333333333,2.5495097567963922,4.166666666666667,2025-05-23 04:36:29
500101005,大安區,YouBike2.0_辛亥復興路口西北側,25.02153,121.54299,16.0,6.111111111111111,3.660422490704798,9.61111111111111,2025-05-23 04:36:29
500101006,大安區,YouBike2.0_復興南路二段280號前,25.02429,121.54328,27.0,6.222222222222222,4.277926319464986,20.77777777777778,2025-05-23 04:36:29
500101007,大安區,YouBike2.0_復興南路二段340巷口,25.02253,121.54326,11.0,5.777777777777778,3.299831645537222,5.222222222222222,2025-05-23 04:36:29
500101008,大安區,YouBike2.0_新生南路三段52號前,25.02112,121.53407,17.0,9.222222222222221,3.7816204985126736,7.666666666666667,2025-05-23 04:36:29
500101009,大安區,YouBike2.0_新生南路三段66號前,25.01976,121.53384,16.0,7.444444444444445,4.119140718819631,8.444444444444445,2025-05-23 04:36:29
500101010,大安區,YouBike2.0_新生南路三段82號前,25.01894,121.53361,20.0,7.666666666666667,3.9852669849304285,11.722222222222221,2025-05-23 04:36:29
500101012,大安區,YouBike2.0_辛亥路一段30號前,25.01986,121.52982,8.0,6.0,1.028991510855053,2.0,2025-05-23 04:36:29
500101013,大安區,YouBike2.0_和平復興路口西北側,25.02543,121.54332,9.0,6.666666666666667,1.9402850002906638,2.3333333333333335,2025-05-23 04:36:29
500101014,大安區,YouBike2.0_羅斯福路三段311號前,25.01717,121.53202,11.0,4.055555555555555,1.2113299556429322,6.944444444444445,2025-05-23 04:36:29
500101015,大安區,YouBike2.0_大安運動中心停車場,25.02089,121.54697,19.0,7.944444444444445,4.290512409028336,11.055555555555555,2025-05-23 04:36:29
500101016,大安區,YouBike2.0_羅斯福路三段245號前,25.01927,121.52989,8.0,3.611111111111111,1.3345582608616182,4.388888888888889,2025-05-23 04:36:29
500101018,大安區,YouBike2.0_溫州公園,25.01895,121.53156,5.0,3.3333333333333335,1.5339299776947408,1.6666666666666667,2025-05-23 04:36:29
500101019,大安區,YouBike2.0_和平臥龍街口,25.024461,121.546705,24.0,15.61111111111111,5.902530752232111,8.38888888888889,2025-05-23 04:36:29
500101021,大安區,YouBike2.0_銘傳國小側門,25.01385,121.53549,7.0,2.8947368421052633,1.2864566686188534,4.0,2025-05-23 04:36:29
500101022,大安區,YouBike2.0_捷運公館站(2號出口),25.01491,121.53438,99.0,26.38888888888889,13.386291886012211,48.888888888888886,2025-05-23 04:36:29
500101023,大安區,YouBike2.0_第二學生活動中心,25.01244,121.53661,25.0,7.055555555555555,3.9626524423780802,17.833333333333332,2025-05-23 04:36:29
500101024,大安區,YouBike2.0_臺灣科技大學正門,25.01451,121.54142,50.0,6.833333333333333,3.0917347120042122,43.166666666666664,2025-05-23 04:36:29
500101025,大安區,YouBike2.0_臺灣科技大學側門,25.01295,121.53973,99.0,7.222222222222222,4.65965860344442,91.66666666666667,2025-05-23 04:36:29
500101026,大安區,YouBike2.0_公館公園,25.01137,121.54062,30.0,9.944444444444445,7.688587587129857,19.833333333333332,2025-05-23 04:36:29
500101027,大安區,YouBike2.0_臺灣科技大學後門,25.01182,121.54165,39.0,21.055555555555557,10.999851454730821,17.833333333333332,2025-05-23 04:36:29
500101028,大安區,YouBike2.0_臺大醫學院附設癌醫中心,25.01426,121.54382,20.0,3.2222222222222223,2.1297764465826687,16.77777777777778,2025-05-23 04:36:29
500101029,大安區,YouBike2.0_臺大環研大樓,25.01234,121.54503,15.0,4.833333333333333,1.6538724611187705,10.166666666666666,2025-05-23 04:36:29
500101030,大安區,YouBike2.0_臺大永齡生醫工程館,25.0136,121.54656,34.0,14.0,9.567100488899753,19.555555555555557,2025-05-23 04:36:29
500101031,大安區,YouBike2.0_臺大男七舍前,25.01537,121.54698,20.0,15.222222222222221,3.718879583890439,4.5,2025-05-23 04:36:29
500101032,大安區,YouBike2.0_臺大男一舍前,25.01637,121.54535,61.0,57.77777777777778,2.4145528280568085,2.7777777777777777,2025-05-23 04:36:29
500101033,大安區,YouBike2.0_臺大男六舍前,25.01664,121.5452,40.0,31.166666666666668,6.9303255165039594,6.722222222222222,2025-05-23 04:36:29
500101034,大安區,YouBike2.0_臺大動物醫院前,25.01576,121.54291,18.0,1.7222222222222223,1.8408935028645437,16.11111111111111,2025-05-23 04:36:29
500101035,大安區,YouBike2.0_臺大土木研究大樓前,25.01787,121.5476,24.0,7.0,3.696845502136472,17.0,2025-05-23 04:36:29
500101036,大安區,YouBike2.0_臺大萬才館前,25.02032,121.54497,20.0,4.388888888888889,3.201817294432664,15.277777777777779,2025-05-23 04:36:29
500101037,大安區,YouBike2.0_臺大國青大樓宿舍前,25.02076,121.54432,20.0,7.611111111111111,4.089281382128433,12.38888888888889,2025-05-23 04:36:29
500101038,大安區,YouBike2.0_臺大社科院圖書館前,25.02101,121.54284,27.0,4.555555555555555,3.8839370901523935,22.444444444444443,2025-05-23 04:36:29
500101039,大安區,YouBike2.0_臺大法人語言訓練中心前,25.02104,121.54081,28.0,4.0,3.009787954227301,23.666666666666668,2025-05-23 04:36:29
500101040,大安區,YouBike2.0_臺大綜合體育館停車場前,25.0222,121.53626,25.0,3.8333333333333335,4.7681541625294654,21.166666666666668,2025-05-23 04:36:29
500101041,大安區,YouBike2.0_辛亥新生路口東南側,25.02218,121.53474,50.0,14.444444444444445,10.222364307054596,35.44444444444444,2025-05-23 04:36:29
500101042,大安區,YouBike2.0_基隆長興路口東側,25.01727,121.54471,15.0,13.666666666666666,1.608799333079688,1.2222222222222223,2025-05-23 04:36:29
500101091,大安區,YouBike2.0_國北教大側門南側,25.022864,121.546622,34.0,21.77777777777778,7.915402375826627,11.88888888888889,2025-05-23 04:36:29
500101092,大安區,YouBike2.0_和平實小東北側,25.021641,121.54704,25.0,13.38888888888889,6.861134264732969,11.277777777777779,2025-05-23 04:36:29
500101093,大安區,YouBike2.0_大安區健康服務中心,25.021469,121.544069,23.0,4.166666666666667,2.455486054675506,18.833333333333332,2025-05-23 04:36:29
500101094,大安區,YouBike2.0_辛亥泰順街口,25.02193,121.53165,20.0,12.5,4.076474832354976,7.166666666666667,2025-05-23 04:36:29
500101095,大安區,YouBike2.0_芳和國中,25.0189,121.55013,37.0,23.42105263157895,5.862458618415279,13.31578947368421,2025-05-23 04:36:29
500101097,大安區,YouBike2.0_臥龍樂業街口,25.01856,121.55558,41.0,34.611111111111114,3.680455356880033,6.166666666666667,2025-05-23 04:36:29
500101098,大安區,YouBike2.0_臥龍公園,25.01623,121.55037,25.0,11.61111111111111,2.8104613163069003,13.38888888888889,2025-05-23 04:36:29
500101099,大安區,YouBike2.0_嘉興公園,25.021,121.55211,44.0,28.72222222222222,6.191127955346839,9.0,2025-05-23 04:36:29
500101100,大安區,YouBike2.0_捷運麟光站(2號出口),25.0181,121.55929,50.0,31.77777777777778,7.848233638330987,17.88888888888889,2025-05-23 04:36:29
500101101,大安區,YouBike2.0_捷運六張犁站,25.02397,121.55266,64.0,30.833333333333332,9.787446942234672,33.0,2025-05-23 04:36:29
500101102,大安區,YouBike2.0_喬治工商,25.02705,121.55551,22.0,17.0,2.6346112560657287,4.666666666666667,2025-05-23 04:36:29
500101103,大安區,YouBike2.0_法治公園,25.02694,121.55325,29.0,20.22222222222222,3.2277392480798035,5.611111111111111,2025-05-23 04:36:29
500101104,大安區,YouBike2.0_捷運臺電大樓站(2號出口),25.02021,121.52942,18.0,11.222222222222221,4.332579119885216,6.666666666666667,2025-05-23 04:36:29
500101105,大安區,YouBike2.0_和平金山路口,25.02669,121.52529,45.0,13.0,9.707486498452988,31.88888888888889,2025-05-23 04:36:29
500101107,大安區,YouBike2.0_和平龍泉街口,25.02638,121.52971,34.0,18.72222222222222,10.990935064623539,13.11111111111111,2025-05-23 04:36:29
500101108,大安區,YouBike2.0_和平泰順街口,25.02621,121.53171,19.0,9.5,4.889965716227707,7.555555555555555,2025-05-23 04:36:29
500101109,大安區,YouBike2.0_臺灣師範大學(圖書館),25.0266,121.52973,40.0,9.38888888888889,9.929983643662194,30.27777777777778,2025-05-23 04:36:29
500101110,大安區,YouBike2.0_捷運古亭站(6號出口),25.0276,121.52217,60.0,23.77777777777778,8.235901004715702,36.22222222222222,2025-05-23 04:36:29
500101113,大安區,YouBike2.0_臺北市立圖書館(總館),25.02895,121.5379,51.0,42.05555555555556,7.008165172494675,8.555555555555555,2025-05-23 04:36:29
